train_acc,train_loss,val_acc,val_loss
0.008926315789473685,4.6086307,0.009600000000000001,4.6064487
0.008673684210526316,4.606455,0.0076,4.6062684
0.008799999999999999,4.606135,0.0096,4.606618
0.009452631578947369,4.606072,0.007600000000000001,4.606983
0.009010526315789472,4.605924,0.007600000000000001,4.6068587
0.009578947368421051,4.605956,0.0072,4.6069794
0.009305263157894737,4.6059136,0.007200000000000001,4.606739
0.009452631578947367,4.6058326,0.0072,4.60667
0.00934736842105263,4.6058235,0.0064,4.6068897
0.009431578947368423,4.6058106,0.0084,4.606857
0.009347368421052632,4.605794,0.0076,4.6071305
0.00943157894736842,4.605764,0.0064,4.6066537
0.00856842105263158,4.6057615,0.006400000000000001,4.606813
0.008947368421052631,4.605753,0.008,4.607103
0.008842105263157896,4.6057386,0.0064,4.606764
0.009031578947368422,4.605726,0.0076,4.606716
0.009073684210526317,4.605693,0.0064,4.6068497
0.008926315789473685,4.6056924,0.006400000000000001,4.606743
0.008863157894736844,4.6056905,0.0064,4.606707
0.009305263157894737,4.6056805,0.0076,4.606713
0.009536842105263158,4.605652,0.0064,4.6066465
0.00936842105263158,4.605636,0.0064,4.606839
0.009536842105263156,4.605665,0.0076,4.6068583
0.009915789473684213,4.6056027,0.0076,4.6067996
0.008989473684210528,4.605626,0.0076,4.606799
0.009894736842105265,4.605605,0.0076,4.606852
0.009494736842105264,4.605599,0.0076,4.60681
0.00911578947368421,4.6055937,0.0064,4.6068
0.008863157894736842,4.6055665,0.0064,4.606783
0.009642105263157895,4.605539,0.006400000000000001,4.606819
0.00976842105263158,4.6055436,0.006400000000000001,4.6068354
0.008400000000000001,4.605523,0.0064,4.60676
0.009031578947368422,4.6055393,0.006400000000000001,4.60681
0.009136842105263157,4.605521,0.006400000000000001,4.6068296
0.00976842105263158,4.6055007,0.006400000000000001,4.606835
0.009389473684210526,4.6054873,0.0064,4.606826
0.009978947368421053,4.605481,0.0063999999999999994,4.606876
0.009431578947368423,4.6054707,0.0064,4.6068034
0.008799999999999999,4.6054645,0.0064,4.6067915
0.009747368421052631,4.605447,0.0064,4.6068034
0.009600000000000001,4.6054583,0.0064,4.6069007
0.009094736842105263,4.6054473,0.0064,4.6068683
0.01,4.605438,0.006400000000000001,4.6068363
0.009326315789473686,4.6054387,0.006400000000000001,4.6068554
0.009726315789473684,4.6054344,0.0064,4.6069875
0.009536842105263156,4.6054688,0.006400000000000001,4.6069183
0.009473684210526316,4.605407,0.0064,4.6068535
0.009157894736842104,4.6053987,0.006400000000000001,4.606883
0.009305263157894737,4.6053877,0.0064,4.606887
0.010021052631578946,4.6053843,0.006400000000000001,4.606874
0.00951578947368421,4.6053653,0.0064,4.606905
0.009178947368421054,4.605375,0.0064,4.6068907
0.00922105263157895,4.605368,0.0064,4.6068687
0.00983157894736842,4.6053514,0.0064,4.606874
0.009199999999999998,4.6053414,0.0064,4.6068687
0.00951578947368421,4.605339,0.006400000000000001,4.606859
0.009452631578947369,4.60533,0.006400000000000001,4.6068482
0.009621052631578949,4.6053257,0.006400000000000001,4.606859
0.010189473684210526,4.6053166,0.006400000000000001,4.6068263
0.009031578947368422,4.6053114,0.006400000000000001,4.6068473
0.009431578947368423,4.605303,0.0064,4.6068816
0.010168421052631578,4.6053123,0.0064,4.60681
0.009810526315789474,4.605293,0.006400000000000001,4.606847
0.009978947368421053,4.6052737,0.0064,4.6068506
0.009094736842105263,4.605277,0.006400000000000001,4.6068525
0.009789473684210527,4.605269,0.0064,4.606856
0.009642105263157895,4.60526,0.006400000000000001,4.606839
0.010189473684210526,4.605258,0.0064,4.6068373
0.009663157894736844,4.605248,0.006400000000000001,4.6068573
0.009221052631578948,4.605249,0.0064,4.606846
0.010126315789473685,4.6052403,0.0064,4.6068535
0.009557894736842105,4.6052356,0.0064,4.606867
0.010189473684210526,4.605223,0.0064,4.60686
0.009578947368421051,4.6052203,0.006400000000000001,4.6068616
0.009726315789473682,4.60521,0.006400000000000001,4.6068535
0.010021052631578946,4.605209,0.006400000000000001,4.606856
0.01,4.6052036,0.0064,4.6068463
0.00983157894736842,4.6051965,0.0064,4.606848
0.01008421052631579,4.6051927,0.006400000000000001,4.606848
0.009621052631578949,4.605188,0.006400000000000001,4.606856
0.00976842105263158,4.6051846,0.0064,4.606856
0.010189473684210526,4.605178,0.0064,4.6068645
0.009642105263157895,4.605176,0.0064,4.606853
0.010105263157894739,4.6051693,0.006400000000000001,4.606857
0.009852631578947368,4.6051674,0.0064,4.606859
0.01,4.6051636,0.006400000000000001,4.6068587
0.00976842105263158,4.60516,0.006400000000000001,4.606857
0.010189473684210526,4.605156,0.0064,4.6068635
0.009642105263157895,4.605153,0.0064,4.60686
0.010189473684210526,4.6051507,0.0064,4.606861
0.010189473684210526,4.6051493,0.0064,4.6068654
0.010021052631578946,4.605147,0.0064,4.6068606
0.010189473684210526,4.605145,0.0064,4.606863
0.010189473684210526,4.605143,0.0063999999999999994,4.6068606
0.009852631578947368,4.605141,0.0064,4.606861
0.009978947368421053,4.6051397,0.0064,4.606863
0.010063157894736843,4.605139,0.0064,4.6068616
0.009936842105263159,4.605138,0.0064,4.6068606
0.009894736842105262,4.6051373,0.006400000000000001,4.6068606
0.009957894736842107,4.605137,0.0064,4.606862
